alias,alias_norm,entity_id,canonical_name,entity_type,support_count,source_chunks,qa_ids
التهاب الحاد,التهاب الحاد,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,0,"[""chunk_00001"", ""chunk_00014"", ""chunk_00021"", ""chunk_00025"", ""chunk_00028"", ""chunk_00034"", ""chunk_00035"", ""chunk_00037"", ""chunk_00039"", ""chunk_00042"", ""chunk_00049"", ""chunk_00052"", ""chunk_00061"", ""chunk_00062"", ""chunk_00067"", ""chunk_00072"", ""chunk_00076"", ""chunk_00079"", ""chunk_00080"", ""chunk_00082"", ""chunk_00085"", ""chunk_00088"", ""chunk_00091"", ""chunk_00098"", ""chunk_00110"", ""chunk_00111"", ""chunk_00113"", ""chunk_00117"", ""chunk_00119"", ""chunk_00121"", ""chunk_00122"", ""chunk_00123"", ""chunk_00125"", ""chunk_00126"", ""chunk_00128"", ""chunk_00129"", ""chunk_00130"", ""chunk_00135"", ""chunk_00136"", ""chunk_00138"", ""chunk_00143"", ""chunk_00145"", ""chunk_00156"", ""chunk_00158"", ""chunk_00166"", ""chunk_00168"", ""chunk_00170"", ""chunk_00176"", ""chunk_00177"", ""chunk_00178"", ""chunk_00180"", ""chunk_00183"", ""chunk_00192""]","[""ahd5k_00008"", ""ahd5k_00012"", ""ahd5k_00032"", ""ahd5k_00069"", ""ahd5k_00072"", ""ahd5k_00114"", ""ahd5k_00140"", ""ahd5k_00171"", ""ahd5k_00480"", ""ahd5k_00505"", ""ahd5k_00515"", ""ahd5k_00530"", ""ahd5k_00632"", ""ahd5k_00639"", ""ahd5k_00656"", ""ahd5k_00666"", ""ahd5k_00673"", ""ahd5k_00736"", ""ahd5k_00774"", ""ahd5k_00775"", ""ahd5k_00855"", ""ahd5k_00859"", ""ahd5k_00887"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01099"", ""ahd5k_01104"", ""ahd5k_01394"", ""ahd5k_01422"", ""ahd5k_01465"", ""ahd5k_01510"", ""ahd5k_01551"", ""ahd5k_01558"", ""ahd5k_01578"", ""ahd5k_01669"", ""ahd5k_01689"", ""ahd5k_01751"", ""ahd5k_01836"", ""ahd5k_01874"", ""ahd5k_02023"", ""ahd5k_02169"", ""ahd5k_02203"", ""ahd5k_02245"", ""ahd5k_02282"", ""ahd5k_02491"", ""ahd5k_02532"", ""ahd5k_02569"", ""ahd5k_02587"", ""ahd5k_02618"", ""ahd5k_02620"", ""ahd5k_02627"", ""ahd5k_02662"", ""ahd5k_02685"", ""ahd5k_02719"", ""ahd5k_02761"", ""ahd5k_02768"", ""ahd5k_02810"", ""ahd5k_02863"", ""ahd5k_02864"", ""ahd5k_02971"", ""ahd5k_03068"", ""ahd5k_03113"", ""ahd5k_03139"", ""ahd5k_03154"", ""ahd5k_03234"", ""ahd5k_03333"", ""ahd5k_03339"", ""ahd5k_03376"", ""ahd5k_03385"", ""ahd5k_03400"", ""ahd5k_03427"", ""ahd5k_03431"", ""ahd5k_03469"", ""ahd5k_03501"", ""ahd5k_03544"", ""ahd5k_03553"", ""ahd5k_03632"", ""ahd5k_03651"", ""ahd5k_03685"", ""ahd5k_03769"", ""ahd5k_03818"", ""ahd5k_03872"", ""ahd5k_03901"", ""ahd5k_03985"", ""ahd5k_03986"", ""ahd5k_04034"", ""ahd5k_04067"", ""ahd5k_04112"", ""ahd5k_04190"", ""ahd5k_04262"", ""ahd5k_04279"", ""ahd5k_04408"", ""ahd5k_04517"", ""ahd5k_04546"", ""ahd5k_04706"", ""ahd5k_04728"", ""ahd5k_04754"", ""ahd5k_04866"", ""ahd5k_04903"", ""ahd5k_04916"", ""ahd5k_04921"", ""ahd5k_04942"", ""ahd5k_04944""]"
التهاب الحفاظ,التهاب الحفاظ,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,0,"[""chunk_00001"", ""chunk_00014"", ""chunk_00021"", ""chunk_00025"", ""chunk_00028"", ""chunk_00034"", ""chunk_00035"", ""chunk_00037"", ""chunk_00039"", ""chunk_00042"", ""chunk_00049"", ""chunk_00052"", ""chunk_00061"", ""chunk_00062"", ""chunk_00067"", ""chunk_00072"", ""chunk_00076"", ""chunk_00079"", ""chunk_00080"", ""chunk_00082"", ""chunk_00085"", ""chunk_00088"", ""chunk_00091"", ""chunk_00098"", ""chunk_00110"", ""chunk_00111"", ""chunk_00113"", ""chunk_00117"", ""chunk_00119"", ""chunk_00121"", ""chunk_00122"", ""chunk_00123"", ""chunk_00125"", ""chunk_00126"", ""chunk_00128"", ""chunk_00129"", ""chunk_00130"", ""chunk_00135"", ""chunk_00136"", ""chunk_00138"", ""chunk_00143"", ""chunk_00145"", ""chunk_00156"", ""chunk_00158"", ""chunk_00166"", ""chunk_00168"", ""chunk_00170"", ""chunk_00176"", ""chunk_00177"", ""chunk_00178"", ""chunk_00180"", ""chunk_00183"", ""chunk_00192""]","[""ahd5k_00008"", ""ahd5k_00012"", ""ahd5k_00032"", ""ahd5k_00069"", ""ahd5k_00072"", ""ahd5k_00114"", ""ahd5k_00140"", ""ahd5k_00171"", ""ahd5k_00480"", ""ahd5k_00505"", ""ahd5k_00515"", ""ahd5k_00530"", ""ahd5k_00632"", ""ahd5k_00639"", ""ahd5k_00656"", ""ahd5k_00666"", ""ahd5k_00673"", ""ahd5k_00736"", ""ahd5k_00774"", ""ahd5k_00775"", ""ahd5k_00855"", ""ahd5k_00859"", ""ahd5k_00887"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01099"", ""ahd5k_01104"", ""ahd5k_01394"", ""ahd5k_01422"", ""ahd5k_01465"", ""ahd5k_01510"", ""ahd5k_01551"", ""ahd5k_01558"", ""ahd5k_01578"", ""ahd5k_01669"", ""ahd5k_01689"", ""ahd5k_01751"", ""ahd5k_01836"", ""ahd5k_01874"", ""ahd5k_02023"", ""ahd5k_02169"", ""ahd5k_02203"", ""ahd5k_02245"", ""ahd5k_02282"", ""ahd5k_02491"", ""ahd5k_02532"", ""ahd5k_02569"", ""ahd5k_02587"", ""ahd5k_02618"", ""ahd5k_02620"", ""ahd5k_02627"", ""ahd5k_02662"", ""ahd5k_02685"", ""ahd5k_02719"", ""ahd5k_02761"", ""ahd5k_02768"", ""ahd5k_02810"", ""ahd5k_02863"", ""ahd5k_02864"", ""ahd5k_02971"", ""ahd5k_03068"", ""ahd5k_03113"", ""ahd5k_03139"", ""ahd5k_03154"", ""ahd5k_03234"", ""ahd5k_03333"", ""ahd5k_03339"", ""ahd5k_03376"", ""ahd5k_03385"", ""ahd5k_03400"", ""ahd5k_03427"", ""ahd5k_03431"", ""ahd5k_03469"", ""ahd5k_03501"", ""ahd5k_03544"", ""ahd5k_03553"", ""ahd5k_03632"", ""ahd5k_03651"", ""ahd5k_03685"", ""ahd5k_03769"", ""ahd5k_03818"", ""ahd5k_03872"", ""ahd5k_03901"", ""ahd5k_03985"", ""ahd5k_03986"", ""ahd5k_04034"", ""ahd5k_04067"", ""ahd5k_04112"", ""ahd5k_04190"", ""ahd5k_04262"", ""ahd5k_04279"", ""ahd5k_04408"", ""ahd5k_04517"", ""ahd5k_04546"", ""ahd5k_04706"", ""ahd5k_04728"", ""ahd5k_04754"", ""ahd5k_04866"", ""ahd5k_04903"", ""ahd5k_04916"", ""ahd5k_04921"", ""ahd5k_04942"", ""ahd5k_04944""]"
التهاب الحفاظ,التهاب الحفاظ,ent_diseasecondition_6ed57271807f,التهاب الحفاظ,DiseaseCondition,2,"[""chunk_00111""]","[""ahd5k_02569"", ""ahd5k_03234""]"
التهاب الحلق,التهاب الحلق,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,0,"[""chunk_00001"", ""chunk_00014"", ""chunk_00021"", ""chunk_00025"", ""chunk_00028"", ""chunk_00034"", ""chunk_00035"", ""chunk_00037"", ""chunk_00039"", ""chunk_00042"", ""chunk_00049"", ""chunk_00052"", ""chunk_00061"", ""chunk_00062"", ""chunk_00067"", ""chunk_00072"", ""chunk_00076"", ""chunk_00079"", ""chunk_00080"", ""chunk_00082"", ""chunk_00085"", ""chunk_00088"", ""chunk_00091"", ""chunk_00098"", ""chunk_00110"", ""chunk_00111"", ""chunk_00113"", ""chunk_00117"", ""chunk_00119"", ""chunk_00121"", ""chunk_00122"", ""chunk_00123"", ""chunk_00125"", ""chunk_00126"", ""chunk_00128"", ""chunk_00129"", ""chunk_00130"", ""chunk_00135"", ""chunk_00136"", ""chunk_00138"", ""chunk_00143"", ""chunk_00145"", ""chunk_00156"", ""chunk_00158"", ""chunk_00166"", ""chunk_00168"", ""chunk_00170"", ""chunk_00176"", ""chunk_00177"", ""chunk_00178"", ""chunk_00180"", ""chunk_00183"", ""chunk_00192""]","[""ahd5k_00008"", ""ahd5k_00012"", ""ahd5k_00032"", ""ahd5k_00069"", ""ahd5k_00072"", ""ahd5k_00114"", ""ahd5k_00140"", ""ahd5k_00171"", ""ahd5k_00480"", ""ahd5k_00505"", ""ahd5k_00515"", ""ahd5k_00530"", ""ahd5k_00632"", ""ahd5k_00639"", ""ahd5k_00656"", ""ahd5k_00666"", ""ahd5k_00673"", ""ahd5k_00736"", ""ahd5k_00774"", ""ahd5k_00775"", ""ahd5k_00855"", ""ahd5k_00859"", ""ahd5k_00887"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01099"", ""ahd5k_01104"", ""ahd5k_01394"", ""ahd5k_01422"", ""ahd5k_01465"", ""ahd5k_01510"", ""ahd5k_01551"", ""ahd5k_01558"", ""ahd5k_01578"", ""ahd5k_01669"", ""ahd5k_01689"", ""ahd5k_01751"", ""ahd5k_01836"", ""ahd5k_01874"", ""ahd5k_02023"", ""ahd5k_02169"", ""ahd5k_02203"", ""ahd5k_02245"", ""ahd5k_02282"", ""ahd5k_02491"", ""ahd5k_02532"", ""ahd5k_02569"", ""ahd5k_02587"", ""ahd5k_02618"", ""ahd5k_02620"", ""ahd5k_02627"", ""ahd5k_02662"", ""ahd5k_02685"", ""ahd5k_02719"", ""ahd5k_02761"", ""ahd5k_02768"", ""ahd5k_02810"", ""ahd5k_02863"", ""ahd5k_02864"", ""ahd5k_02971"", ""ahd5k_03068"", ""ahd5k_03113"", ""ahd5k_03139"", ""ahd5k_03154"", ""ahd5k_03234"", ""ahd5k_03333"", ""ahd5k_03339"", ""ahd5k_03376"", ""ahd5k_03385"", ""ahd5k_03400"", ""ahd5k_03427"", ""ahd5k_03431"", ""ahd5k_03469"", ""ahd5k_03501"", ""ahd5k_03544"", ""ahd5k_03553"", ""ahd5k_03632"", ""ahd5k_03651"", ""ahd5k_03685"", ""ahd5k_03769"", ""ahd5k_03818"", ""ahd5k_03872"", ""ahd5k_03901"", ""ahd5k_03985"", ""ahd5k_03986"", ""ahd5k_04034"", ""ahd5k_04067"", ""ahd5k_04112"", ""ahd5k_04190"", ""ahd5k_04262"", ""ahd5k_04279"", ""ahd5k_04408"", ""ahd5k_04517"", ""ahd5k_04546"", ""ahd5k_04706"", ""ahd5k_04728"", ""ahd5k_04754"", ""ahd5k_04866"", ""ahd5k_04903"", ""ahd5k_04916"", ""ahd5k_04921"", ""ahd5k_04942"", ""ahd5k_04944""]"
التهاب الخلوي,التهاب الخلوي,ent_diseasecondition_8073c16255c6,التهاب الخلوي,DiseaseCondition,1,"[""chunk_00071""]","[""ahd5k_04630""]"
التهاب الدرقية,التهاب الدرقيه,ent_diseasecondition_31c6f1e3a619,التهاب الغدة الدرقية,DiseaseCondition,0,"[""chunk_00162""]","[""ahd5k_02200""]"
التهاب الدم,التهاب الدم,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,1,"[""chunk_00049""]","[""ahd5k_01104""]"
التهاب الرحم,التهاب الرحم,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,1,"[""chunk_00028""]","[""ahd5k_03068""]"
التهاب السحايا,التهاب السحايا,ent_diseasecondition_d9b91988beb9,التهاب السحايا,DiseaseCondition,1,"[""chunk_00128""]","[""ahd5k_02662""]"
التهاب الشعري,التهاب الشعري,ent_diseasecondition_6ed4cacd0b61,التهاب الشعري,DiseaseCondition,1,"[""chunk_00128""]","[""ahd5k_03594""]"
التهاب العصي البصري,التهاب العصي البصري,ent_diseasecondition_3a46ea69fd7e,التهاب العصي البصري,DiseaseCondition,1,"[""chunk_00028""]","[""ahd5k_03284""]"
التهاب الغدة الدرقية,التهاب الغده الدرقيه,ent_diseasecondition_31c6f1e3a619,التهاب الغدة الدرقية,DiseaseCondition,1,"[""chunk_00162""]","[""ahd5k_02200""]"
التهاب القلبي,التهاب القلبي,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,0,"[""chunk_00001"", ""chunk_00014"", ""chunk_00021"", ""chunk_00025"", ""chunk_00028"", ""chunk_00034"", ""chunk_00035"", ""chunk_00037"", ""chunk_00039"", ""chunk_00042"", ""chunk_00049"", ""chunk_00052"", ""chunk_00061"", ""chunk_00062"", ""chunk_00067"", ""chunk_00072"", ""chunk_00076"", ""chunk_00079"", ""chunk_00080"", ""chunk_00082"", ""chunk_00085"", ""chunk_00088"", ""chunk_00091"", ""chunk_00098"", ""chunk_00110"", ""chunk_00111"", ""chunk_00113"", ""chunk_00117"", ""chunk_00119"", ""chunk_00121"", ""chunk_00122"", ""chunk_00123"", ""chunk_00125"", ""chunk_00126"", ""chunk_00128"", ""chunk_00129"", ""chunk_00130"", ""chunk_00135"", ""chunk_00136"", ""chunk_00138"", ""chunk_00143"", ""chunk_00145"", ""chunk_00156"", ""chunk_00158"", ""chunk_00166"", ""chunk_00168"", ""chunk_00170"", ""chunk_00176"", ""chunk_00177"", ""chunk_00178"", ""chunk_00180"", ""chunk_00183"", ""chunk_00192""]","[""ahd5k_00008"", ""ahd5k_00012"", ""ahd5k_00032"", ""ahd5k_00069"", ""ahd5k_00072"", ""ahd5k_00114"", ""ahd5k_00140"", ""ahd5k_00171"", ""ahd5k_00480"", ""ahd5k_00505"", ""ahd5k_00515"", ""ahd5k_00530"", ""ahd5k_00632"", ""ahd5k_00639"", ""ahd5k_00656"", ""ahd5k_00666"", ""ahd5k_00673"", ""ahd5k_00736"", ""ahd5k_00774"", ""ahd5k_00775"", ""ahd5k_00855"", ""ahd5k_00859"", ""ahd5k_00887"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01099"", ""ahd5k_01104"", ""ahd5k_01394"", ""ahd5k_01422"", ""ahd5k_01465"", ""ahd5k_01510"", ""ahd5k_01551"", ""ahd5k_01558"", ""ahd5k_01578"", ""ahd5k_01669"", ""ahd5k_01689"", ""ahd5k_01751"", ""ahd5k_01836"", ""ahd5k_01874"", ""ahd5k_02023"", ""ahd5k_02169"", ""ahd5k_02203"", ""ahd5k_02245"", ""ahd5k_02282"", ""ahd5k_02491"", ""ahd5k_02532"", ""ahd5k_02569"", ""ahd5k_02587"", ""ahd5k_02618"", ""ahd5k_02620"", ""ahd5k_02627"", ""ahd5k_02662"", ""ahd5k_02685"", ""ahd5k_02719"", ""ahd5k_02761"", ""ahd5k_02768"", ""ahd5k_02810"", ""ahd5k_02863"", ""ahd5k_02864"", ""ahd5k_02971"", ""ahd5k_03068"", ""ahd5k_03113"", ""ahd5k_03139"", ""ahd5k_03154"", ""ahd5k_03234"", ""ahd5k_03333"", ""ahd5k_03339"", ""ahd5k_03376"", ""ahd5k_03385"", ""ahd5k_03400"", ""ahd5k_03427"", ""ahd5k_03431"", ""ahd5k_03469"", ""ahd5k_03501"", ""ahd5k_03544"", ""ahd5k_03553"", ""ahd5k_03632"", ""ahd5k_03651"", ""ahd5k_03685"", ""ahd5k_03769"", ""ahd5k_03818"", ""ahd5k_03872"", ""ahd5k_03901"", ""ahd5k_03985"", ""ahd5k_03986"", ""ahd5k_04034"", ""ahd5k_04067"", ""ahd5k_04112"", ""ahd5k_04190"", ""ahd5k_04262"", ""ahd5k_04279"", ""ahd5k_04408"", ""ahd5k_04517"", ""ahd5k_04546"", ""ahd5k_04706"", ""ahd5k_04728"", ""ahd5k_04754"", ""ahd5k_04866"", ""ahd5k_04903"", ""ahd5k_04916"", ""ahd5k_04921"", ""ahd5k_04942"", ""ahd5k_04944""]"
التهاب الكبد,التهاب الكبد,ent_diseasecondition_93d8578caf27,التهاب الكبد,DiseaseCondition,1,"[""chunk_00049""]","[""ahd5k_01903""]"
التهاب اللثة,التهاب اللثه,ent_diseasecondition_6e95846a4080,التهاب اللثة,DiseaseCondition,0,"[""chunk_00113"", ""chunk_00121""]","[""ahd5k_00736"", ""ahd5k_01751"", ""ahd5k_02169"", ""ahd5k_02245"", ""ahd5k_02491"", ""ahd5k_02618"", ""ahd5k_03427""]"
التهاب اللثه,التهاب اللثه,ent_diseasecondition_6e95846a4080,التهاب اللثة,DiseaseCondition,6,"[""chunk_00113""]","[""ahd5k_00736"", ""ahd5k_01751"", ""ahd5k_02169"", ""ahd5k_02245"", ""ahd5k_02618"", ""ahd5k_03427""]"
التهاب اللوزتين,التهاب اللوزتين,ent_diseasecondition_341d574d8fe5,التهاب اللوزتين,DiseaseCondition,1,"[""chunk_00010""]","[""ahd5k_02465""]"
التهاب المفاصل,التهاب المفاصل,ent_diseasecondition_c8b276e9a67b,التهاب المفاصل,DiseaseCondition,2,"[""chunk_00010""]","[""ahd5k_04473""]"
التهاب المهبل,التهاب المهبل,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,1,"[""chunk_00028""]","[""ahd5k_03068""]"
التهاب بكتيري,التهاب بكتيري,ent_diseasecondition_5a02034f11b7,التهاب بكتيري,DiseaseCondition,1,"[""chunk_00113""]","[""ahd5k_02169""]"
التهاب فطري,التهاب فطري,ent_diseasecondition_9c03a470d940,التهاب فطري,DiseaseCondition,1,"[""chunk_00113""]","[""ahd5k_02169""]"
التهاب فيروسي,التهاب فيروسي,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,1,"[""chunk_00125""]","[""ahd5k_03818""]"
التهاب فيروسي,التهاب فيروسي,ent_diseasecondition_2c73be2f25fe,التهاب فيروسي,DiseaseCondition,1,"[""chunk_00067""]","[""ahd5k_04034""]"
التهاب مفصل الركبة,التهاب مفصل الركبه,ent_diseasecondition_f12d335bd2d8,التهاب مفصل الركبة,DiseaseCondition,3,"[""chunk_00025""]","[""ahd5k_00673""]"
التهابات,التهابات,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,0,"[""chunk_00001"", ""chunk_00014"", ""chunk_00021"", ""chunk_00025"", ""chunk_00028"", ""chunk_00034"", ""chunk_00035"", ""chunk_00037"", ""chunk_00039"", ""chunk_00042"", ""chunk_00049"", ""chunk_00052"", ""chunk_00061"", ""chunk_00062"", ""chunk_00067"", ""chunk_00072"", ""chunk_00076"", ""chunk_00079"", ""chunk_00080"", ""chunk_00082"", ""chunk_00085"", ""chunk_00088"", ""chunk_00091"", ""chunk_00098"", ""chunk_00110"", ""chunk_00111"", ""chunk_00113"", ""chunk_00117"", ""chunk_00119"", ""chunk_00121"", ""chunk_00122"", ""chunk_00123"", ""chunk_00125"", ""chunk_00126"", ""chunk_00128"", ""chunk_00129"", ""chunk_00130"", ""chunk_00135"", ""chunk_00136"", ""chunk_00138"", ""chunk_00143"", ""chunk_00145"", ""chunk_00156"", ""chunk_00158"", ""chunk_00166"", ""chunk_00168"", ""chunk_00170"", ""chunk_00176"", ""chunk_00177"", ""chunk_00178"", ""chunk_00180"", ""chunk_00183"", ""chunk_00192""]","[""ahd5k_00008"", ""ahd5k_00012"", ""ahd5k_00032"", ""ahd5k_00069"", ""ahd5k_00072"", ""ahd5k_00114"", ""ahd5k_00140"", ""ahd5k_00171"", ""ahd5k_00480"", ""ahd5k_00505"", ""ahd5k_00515"", ""ahd5k_00530"", ""ahd5k_00632"", ""ahd5k_00639"", ""ahd5k_00656"", ""ahd5k_00666"", ""ahd5k_00673"", ""ahd5k_00736"", ""ahd5k_00774"", ""ahd5k_00775"", ""ahd5k_00855"", ""ahd5k_00859"", ""ahd5k_00887"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01099"", ""ahd5k_01104"", ""ahd5k_01394"", ""ahd5k_01422"", ""ahd5k_01465"", ""ahd5k_01510"", ""ahd5k_01551"", ""ahd5k_01558"", ""ahd5k_01578"", ""ahd5k_01669"", ""ahd5k_01689"", ""ahd5k_01751"", ""ahd5k_01836"", ""ahd5k_01874"", ""ahd5k_02023"", ""ahd5k_02169"", ""ahd5k_02203"", ""ahd5k_02245"", ""ahd5k_02282"", ""ahd5k_02491"", ""ahd5k_02532"", ""ahd5k_02569"", ""ahd5k_02587"", ""ahd5k_02618"", ""ahd5k_02620"", ""ahd5k_02627"", ""ahd5k_02662"", ""ahd5k_02685"", ""ahd5k_02719"", ""ahd5k_02761"", ""ahd5k_02768"", ""ahd5k_02810"", ""ahd5k_02863"", ""ahd5k_02864"", ""ahd5k_02971"", ""ahd5k_03068"", ""ahd5k_03113"", ""ahd5k_03139"", ""ahd5k_03154"", ""ahd5k_03234"", ""ahd5k_03333"", ""ahd5k_03339"", ""ahd5k_03376"", ""ahd5k_03385"", ""ahd5k_03400"", ""ahd5k_03427"", ""ahd5k_03431"", ""ahd5k_03469"", ""ahd5k_03501"", ""ahd5k_03544"", ""ahd5k_03553"", ""ahd5k_03632"", ""ahd5k_03651"", ""ahd5k_03685"", ""ahd5k_03769"", ""ahd5k_03818"", ""ahd5k_03872"", ""ahd5k_03901"", ""ahd5k_03985"", ""ahd5k_03986"", ""ahd5k_04034"", ""ahd5k_04067"", ""ahd5k_04112"", ""ahd5k_04190"", ""ahd5k_04262"", ""ahd5k_04279"", ""ahd5k_04408"", ""ahd5k_04517"", ""ahd5k_04546"", ""ahd5k_04706"", ""ahd5k_04728"", ""ahd5k_04754"", ""ahd5k_04866"", ""ahd5k_04903"", ""ahd5k_04916"", ""ahd5k_04921"", ""ahd5k_04942"", ""ahd5k_04944""]"
التوحد السلوكي,التوحد السلوكي,ent_diseasecondition_443aafd23ff7,التوحد السلوكي,DiseaseCondition,1,"[""chunk_00112""]","[""ahd5k_04764""]"
الجالكتوز,الجالكتوز,ent_diseasecondition_8e104f8ce212,الجالكتوز,DiseaseCondition,1,"[""chunk_00037""]","[""ahd5k_01578""]"
الجلد المترهل,الجلد المترهل,ent_diseasecondition_adcc5a085807,الجلد المترهل,DiseaseCondition,1,"[""chunk_00008""]","[""ahd5k_01190""]"
الجلطات,الجلطات,ent_diseasecondition_9efe983f86e2,الجلطات,DiseaseCondition,0,"[""chunk_00080""]","[""ahd5k_00924""]"
الجلطات الدماغية,الجلطات الدماغيه,ent_diseasecondition_925cfcb87467,الجلطات الدماغية,DiseaseCondition,0,"[""chunk_00144""]","[""ahd5k_01783""]"
الجلطة الدماغية,الجلطه الدماغيه,ent_diseasecondition_da5565d6842c,الجلطة الدماغية,DiseaseCondition,2,"[""chunk_00079"", ""chunk_00088""]","[""ahd5k_03696"", ""ahd5k_03846""]"
الجلطة الدماغية السابقة,الجلطه الدماغيه السابقه,ent_diseasecondition_da5565d6842c,الجلطة الدماغية,DiseaseCondition,0,"[""chunk_00079"", ""chunk_00088""]","[""ahd5k_03696"", ""ahd5k_03846""]"
الجنين,الجنين,ent_diseasecondition_1420aadad936,الجنين,DiseaseCondition,2,"[""chunk_00156""]","[""ahd5k_03455"", ""ahd5k_04815""]"
الجيب اللثوي,الجيب اللثوي,ent_diseasecondition_2de63ce5404a,الجيب اللثوي,DiseaseCondition,0,"[""chunk_00121""]","[""ahd5k_02986""]"
الحروق,الحروق,ent_diseasecondition_5dcc30c3edc8,الحروق,DiseaseCondition,1,"[""chunk_00039""]","[""ahd5k_04866""]"
الحصى,الحصي,ent_diseasecondition_ac6f7cbfb177,الحصى,DiseaseCondition,1,"[""chunk_00180""]","[""ahd5k_00012""]"
الحمل,الحمل,ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,25,"[""chunk_00045"", ""chunk_00099"", ""chunk_00145"", ""chunk_00146"", ""chunk_00147"", ""chunk_00149"", ""chunk_00151"", ""chunk_00152"", ""chunk_00159"", ""chunk_00168""]","[""ahd5k_00048"", ""ahd5k_00230"", ""ahd5k_00439"", ""ahd5k_00568"", ""ahd5k_00604"", ""ahd5k_00775"", ""ahd5k_00793"", ""ahd5k_00876"", ""ahd5k_00941"", ""ahd5k_01023"", ""ahd5k_01515"", ""ahd5k_01585"", ""ahd5k_01754"", ""ahd5k_02160"", ""ahd5k_02381"", ""ahd5k_02665"", ""ahd5k_02903"", ""ahd5k_03090"", ""ahd5k_03359"", ""ahd5k_03563"", ""ahd5k_03809"", ""ahd5k_03870"", ""ahd5k_04001"", ""ahd5k_04509""]"
الحودة الحال,الحوده الحال,ent_diseasecondition_41f520aa86a9,الحودة الحال,DiseaseCondition,2,"[""chunk_00148""]","[""ahd5k_02182"", ""ahd5k_02249""]"
الحودة الصكري,الحوده الصكري,ent_diseasecondition_33ebca04d291,الحودة الصكري,DiseaseCondition,2,"[""chunk_00148""]","[""ahd5k_02182"", ""ahd5k_02249""]"
الدهون الثلاثيه,الدهون الثلاثيه,ent_diseasecondition_b774b131180f,ارتفاع الكلسترول,DiseaseCondition,0,"[""chunk_00088""]","[""ahd5k_01558""]"
الدورة,الدوره,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,0,"[""chunk_00012"", ""chunk_00126""]","[""ahd5k_00140"", ""ahd5k_04015""]"
الدورة الشهرية,الدوره الشهريه,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,2,"[""chunk_00012"", ""chunk_00126""]","[""ahd5k_00140"", ""ahd5k_04015""]"
الروماتيزم,الروماتيزم,ent_diseasecondition_d858e70d5fdf,الروماتيزم,DiseaseCondition,0,"[""chunk_00069""]","[""ahd5k_03624""]"
الرئتين,الريتين,ent_diseasecondition_01ba795ec738,الرئتين,DiseaseCondition,0,"[""chunk_00189""]","[""ahd5k_04904""]"
السرطان,السرطان,ent_diseasecondition_aaf0d0958a26,السرطان,DiseaseCondition,3,"[""chunk_00042"", ""chunk_00049"", ""chunk_00156""]","[""ahd5k_03329"", ""ahd5k_03400"", ""ahd5k_04985""]"
السكري,السكري,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,1,"[""chunk_00028""]","[""ahd5k_03068""]"
السكري,السكري,ent_diseasecondition_6eb03902c623,السكري,DiseaseCondition,1,"[""chunk_00081""]","[""ahd5k_04533""]"
السل,السل,ent_diseasecondition_e315c7d51517,السل,DiseaseCondition,1,"[""chunk_00049""]","[""ahd5k_03400""]"
السمنة,السمنه,ent_diseasecondition_f756960fd62b,السمنة,DiseaseCondition,1,"[""chunk_00052""]","[""ahd5k_04944""]"
الشيخوخة,الشيخوخه,ent_diseasecondition_d99fb1a77d6c,الشيخوخة,DiseaseCondition,1,"[""chunk_00156""]","[""ahd5k_03329""]"
الصداع التوتري,الصداع التوتري,ent_diseasecondition_00247d3d5c80,الصداع التوتري,DiseaseCondition,0,"[""chunk_00131""]","[""ahd5k_00780""]"
الصداع النصفي,الصداع النصفي,ent_diseasecondition_aacab021c9d4,الصداع النصفي,DiseaseCondition,1,"[""chunk_00128""]","[""ahd5k_02662""]"
الصدمة الكهربائية,الصدمه الكهرباييه,ent_diseasecondition_6fc3f18427fb,الصدمة الكهربائية,DiseaseCondition,0,"[""chunk_00039""]","[""ahd5k_04866""]"
الصدمه الكهرباييه,الصدمه الكهرباييه,ent_diseasecondition_6fc3f18427fb,الصدمة الكهربائية,DiseaseCondition,1,"[""chunk_00039""]","[""ahd5k_04866""]"
الصفائح,الصفايح,ent_diseasecondition_b3e7fc089ddd,الصفائح الدموية,DiseaseCondition,0,"[""chunk_00060""]","[""ahd5k_03348""]"
