entity_id,canonical_name,entity_type,surface_form,qa_id,chunk_id,source_row_number,field,evidence,llm_confidence,model,prompt_version
ent_treatment_a8aa599914fd,حرمل,Treatment,الحرمل,ahd5k_04028,chunk_00017,774490,answer,مقو عام وخافض للحرارة ومنشط ومزيل لضيق التنفس البرداء المزمنة ومدرر للبول وطارد للديدان الشريطية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_72992721d87a,جرعة,Treatment,الجعة اللازمة,ahd5k_03753,chunk_00018,747892,answer,الجعة اللازمة تكون خسب ما هو مكتوب على ورقة الإرشادات المرفقة مع عبوة الدواء,0.850,llama-3.3-70b-versatile,legacy_entity_extraction
ent_treatment_9a6b401143ed,مكمل غدائي,Treatment,مكمل غدائيي اسمه MG 180 lITHOGINKGO,ahd5k_03753,chunk_00018,747892,question,اشتريت مكمل غدائيي اسمه MG 180 lITHOGINKGO,0.850,llama-3.3-70b-versatile,legacy_entity_extraction
ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,حب الشباب,ahd5k_03258,chunk_00019,762430,question,منذ دخول الصيف وانا اعاني من ظهور حبوب في وجهي,0.850,llama-3.3-70b-versatile,legacy_entity_extraction
ent_treatment_039793a12776,الايزوتريتينوين,Treatment,الايزوتريتينوين,ahd5k_03258,chunk_00019,762430,answer,يفضل مراجعة طبيب الجلدية لوصف العلاج المناسب لانه عادة يحتاج حب الشباب الى ادوية لعلاجها منها الايزوتريتينوين,0.950,llama-3.3-70b-versatile,legacy_entity_extraction
ent_treatment_13b8274bb134,سيلدينافيل,Treatment,سيلدينافيل,ahd5k_03453,chunk_00019,758290,answer,تكبير حجم القضيب تكبيرا دائما لا يحدث إلا في مرحلة البلوغ او المراهقة باخذ حقن التستيرون ولكنه لا يفيد بعد ذلك العمر اما تكبير حجمه بشكل مؤقت عند الممارسة الجنسية فيمكنك استعمال : - دواء سيلدينافيل الذي يساعد على الانتصاب,0.900,llama-3.3-70b-versatile,legacy_entity_extraction
ent_treatment_bda1067a70d1,تستيرون,Treatment,تستيرون,ahd5k_03453,chunk_00019,758290,answer,تكبير حجم القضيب تكبيرا دائما لا يحدث إلا في مرحلة البلوغ او المراهقة باخذ حقن التستيرون ولكنه لا يفيد بعد ذلك العمر,0.900,llama-3.3-70b-versatile,legacy_entity_extraction
ent_symptom_1489f63a8622,هيشان الشعر,Symptom,هيشان الشعر,ahd5k_00149,chunk_00020,765465,answer,علاج هيشان الشعر هو استخدام كريم التصفيف بالزيوت الطبيعية,0.850,llama-3.3-70b-versatile,legacy_entity_extraction
ent_diseasecondition_99d821e71fc1,فقر دم,DiseaseCondition,فقر دم,ahd5k_01178,chunk_00020,755335,answer,عليك بالذاء الصحي المتوازن و تناول الفيتامينات و عمل فحص للكشف اذا كان هناك فقر دم او لا,0.850,llama-3.3-70b-versatile,legacy_entity_extraction
ent_treatment_24d83b12af40,زيت الحلبة,Treatment,زيت الحلبة,ahd5k_01292,chunk_00020,773150,question,هل تناول ملعقة يوميا من زيت الحلبة على الريق يزيد من حجم الثدي بجانب التمارين,0.850,llama-3.3-70b-versatile,legacy_entity_extraction
ent_treatment_24d83b12af40,زيت الحلبة,Treatment,زيت الحلبة,ahd5k_01292,chunk_00020,773150,answer,اشربى من الحلبة كتير اما بالنسبة لزيت الحلبة ضعي منه معلقة على صدرك وادهنى صدرك بزيت الحلبة بالليل وبزيت الزيتون الصبح,0.850,llama-3.3-70b-versatile,legacy_entity_extraction
ent_diseasecondition_cbcc5fb6bf54,صغر الثدي,DiseaseCondition,صغر الثدي,ahd5k_01423,chunk_00020,764662,question,عمري 18 سنة وأنا أعاني من صغر الثدي هل يوجد أي حل لتكبيره دون جراحة,0.850,llama-3.3-70b-versatile,legacy_entity_extraction
ent_treatment_3278b7c5cc1b,حليب الصويا,Treatment,حليب الصويا,ahd5k_01423,chunk_00020,764662,answer,حليب الصويا له فوائد عديدة فهو يزيد من افراز هرمون الأستروجين الأنثوي الذي يثير الرغبة الجنسية عند المرأة ويزيد من حجم الأعضاء التناسلية والثديين,0.850,llama-3.3-70b-versatile,legacy_entity_extraction
ent_treatment_b792fc31b8bb,الميرمية,Treatment,الميرمية,ahd5k_01651,chunk_00020,796667,question,هل زيت نبات الميرمية له آثار جانبية عند تناوله بشكل 3 كبسولات قبل الطعام للتخلص من افراز البرولاكتين المفرز والناتج عن ورم حميد في الغدة النخامية,0.850,llama-3.3-70b-versatile,legacy_entity_extraction
ent_treatment_b792fc31b8bb,الميرمية,Treatment,الميرمية,ahd5k_01651,chunk_00020,796667,answer,الميرمية لها فوائد كثيرة ومنها تخفيف ادرار الجليب ولكنها لا تعطى للمرأة الحامل لأنها تثير تقلصات الرحم فيمكن أن تسبب الاجهاض,0.850,llama-3.3-70b-versatile,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,البواسير,ahd5k_02810,chunk_00021,769792,answer,البواسير بداية هو استخدام مرهم نيوهيلار داخل الشرج,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ضيق النفس,ahd5k_03444,chunk_00022,123,question,ضيق النفس شديد دون سبب طبى,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_53d2565c0b22,برامج رقية,Treatment,برامج رقية,ahd5k_03444,chunk_00022,123,answer,استخدمت برامج رقية كتير,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7754d34e2c52,شيب,DiseaseCondition,شيب,ahd5k_04612,chunk_00022,123,question,هل يوجد حل لعلاج الشيب المبكر,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_48712ae621b5,خلطة الريحان و الروزماري,Treatment,خلطة الريحان و الروزماري,ahd5k_04612,chunk_00022,123,question,هل خلطة الريحان و الروزماري مفيدة للتخلص من الشيب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_050f0f4f890b,كسل بالغدة الدرقية,DiseaseCondition,كسل بالغدة الدرقية,ahd5k_04779,chunk_00022,123,question,هل هناك اعشاب معينه ممكن ان آخذها للمحافظة على الغدة الدرقية,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_982172163039,خلطة العسل والفوقص الحوصلي والغذاء الملكي والعكبر والقسط الهندي,Treatment,خلطة العسل والفوقص الحوصلي والغذاء الملكي والعكبر والقسط الهندي,ahd5k_04779,chunk_00022,123,answer,هذه خلطة مفيدة ان شاء الله لمن معهم كسل بالغدة الدرقية,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_6910233b82fc,بروز في البطن,Symptom,بروز في البطن,ahd5k_04986,chunk_00022,123,question,انا بنت عمري 22 سنة بدي علاج طبيعي وسريع للبطن.. عندي بروز في البطن,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_a3fdf405330a,تمارين رياضية,Treatment,تمارين,ahd5k_04986,chunk_00022,123,question,وجربت التمارين فترة بس ما لاحظت نتيجة كبيرة,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_d2e284c27e53,اللمف,DiseaseCondition,اللمف,ahd5k_00291,chunk_00024,806401,answer,سائل شفاف، يميل لونه إلى الصفرة يشبه في تركيبه تركيب الدم إلا أنّه لا يحتوي على كرات دم حمراء بل كرات دم بيضاء.,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_1d360e20e36c,الموت الدماغي,DiseaseCondition,الموت الدماغي,ahd5k_04739,chunk_00024,808347,answer,يعني عدم وجود موجات كهربائية في تخطيط الدماغ الكهربائي.,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_a2bb8f572461,النخاع الشوكي,DiseaseCondition,النخاع الشوكي,ahd5k_04739,chunk_00024,808347,answer,تحته.ويوجد على سطحه الأمامي أخدود ناصف وعلى كل جانب إنتفاخ يدعى الهرم . وتتكون الهرمين من حزم من الألياف العصبية التي تأتي من خلايا عصبية عريضة في التلفيف قبل المركزي.,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_00673,chunk_00025,805608,answer,التهاب,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_00673,chunk_00025,805608,question,التهاب,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_f12d335bd2d8,التهاب مفصل الركبة,DiseaseCondition,التهاب مفصل الركبة,ahd5k_00673,chunk_00025,805608,answer,تهاب مفصل الركبة,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_f12d335bd2d8,التهاب مفصل الركبة,DiseaseCondition,التهاب مفصل الركبة,ahd5k_00673,chunk_00025,805608,question,التهاب مفصل الركبة,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_f12d335bd2d8,التهاب مفصل الركبة,DiseaseCondition,التهاب مفصل الركبة,ahd5k_00673,chunk_00025,805608,answer,التهاب مفصل الركبة,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_03985,chunk_00025,805114,answer,التهاب,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ارتفاع ضغط الدم,ahd5k_03983,chunk_00026,668656,answer,ارتفاع ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_017a6d080eff,القولون,DiseaseCondition,القولون,ahd5k_01181,chunk_00027,806613,answer,القولون,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_017a6d080eff,القولون,DiseaseCondition,القولون,ahd5k_01181,chunk_00027,806613,question,القولون,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_ca9304cd0dde,القولون العصبي,DiseaseCondition,القولون العصبي,ahd5k_01181,chunk_00027,806613,question,القولون العصبي,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_ca9304cd0dde,القولون العصبي,DiseaseCondition,القولون العصبي,ahd5k_01181,chunk_00027,806613,answer,القولون العصبي,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_d570c92436e9,ارتخاء,DiseaseCondition,ارتخاء في الآنسجة الضامة في الجسم,ahd5k_01181,chunk_00027,806613,answer,ارتخاء في الآنسجة الضامة في الجسم,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_017a6d080eff,القولون,DiseaseCondition,القولون,ahd5k_04566,chunk_00027,806434,answer,القولون,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_017a6d080eff,القولون,DiseaseCondition,القولون,ahd5k_04566,chunk_00027,806434,question,القولون,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_ca9304cd0dde,القولون العصبي,DiseaseCondition,القولون العصبي,ahd5k_04566,chunk_00027,806434,question,القولون العصبي,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_ca9304cd0dde,القولون العصبي,DiseaseCondition,القولون العصبي,ahd5k_04566,chunk_00027,806434,answer,القولون العصبي,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_d570c92436e9,ارتخاء,DiseaseCondition,ارتخاء في الآنسجة الضامة في الجسم,ahd5k_04566,chunk_00027,806434,answer,ارتخاء في الآنسجة الضامة في الجسم,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب الرحم,ahd5k_03068,chunk_00028,807985,answer,التهابات المهبل,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب المهبل,ahd5k_03068,chunk_00028,807985,answer,التهابات المهبل,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,حساسية جلديه,ahd5k_03068,chunk_00028,807985,question,حساسية جلديه,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,السكري,ahd5k_03068,chunk_00028,807985,answer,مرض السكري,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_dd68aa784555,تحاليل مخبرية,Test,تحليل الحساسية,ahd5k_03068,chunk_00028,807985,answer,تحليل الحساسية,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,مرض السكري المتظور,ahd5k_03284,chunk_00028,807585,answer,مرض السكري المتظور,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_3a46ea69fd7e,التهاب العصي البصري,DiseaseCondition,التهاب العصي البصري,ahd5k_03284,chunk_00028,807585,answer,التهاب العصي البصري,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7a635a09206f,الورم الدماغي,DiseaseCondition,الورم الدماغي,ahd5k_03284,chunk_00028,807585,question,الورم الدماغي,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_048de7f33784,سرطان المستقيم,DiseaseCondition,سرطان المستقيم,ahd5k_02207,chunk_00029,808012,answer,سرطان المستقيم هو سرطان الجزء الاخير من القولون.,0.950,llama-3.1-8b-instant,legacy_entity_extraction
