expansion_version,query_id,original_query,query_group,primary_intent,safety_mode,safety_reason,variant_c_query_source,graph_aliases_added,qa_id,source_row_number,question,answer,category,matched_variants,variant_a_rank,variant_b_rank,variant_c_rank,best_variant_rank,best_bm25_rank,variant_support_count,expansion_rank,relevance_label,error_reason,secondary_error_reason
partial_only_fts_v1,evalv1_017,هل العملية الجراحية على مستوى المخ لاستاصال ورم ارومي دبقي للمرة الثانية بعد خطيرة و هل هناك أمل في العيش مع هذا الورم,symptoms,treatment_request,original_query_only_due_reformulation_drift,New medical phrase terms were not grounded in the original query or a linked graph entity: دموي,original_query,,ahdqa_0088700,88700,ورم ارومي دبقي من الدرجة الرابعة تم اجراء جراحة استئصال لكن لا اعلم نسبة الاستئصال و سيبدأ بالعلاج الشعاعي و الكيماوي معًا بعد 15 يومًا العمر 22 الجنس ذكر هل...,ان شاء الله يتم الشفاء ونسبة الشفاء تتحدد بناء على الاستجابه للعلاج الكيمائى والاشعاعى مع عمل الفحوصات بعد النهارده وأثناء العلاج,الأورام الخبيثة والحميدة,C,,,4,4,-45.230104,1,4,1,different clinical scenario,
partial_only_fts_v1,evalv1_017,هل العملية الجراحية على مستوى المخ لاستاصال ورم ارومي دبقي للمرة الثانية بعد خطيرة و هل هناك أمل في العيش مع هذا الورم,symptoms,treatment_request,original_query_only_due_reformulation_drift,New medical phrase terms were not grounded in the original query or a linked graph entity: دموي,original_query,,ahdqa_0535156,535156,انا اجريت على ولدي 04 سنوات عملية جراحية لاستاصال ورم عال مستوى الراس (المخ) والحمد لله لكن الاطباء لم يستطيعوا استاصاله كليا بسبب موقعه الحساس (جراحة الاعصاب),اين السؤال؟,الأورام الخبيثة والحميدة,C,,,5,5,-41.800098,1,5,0,wrong intent,
partial_only_fts_v1,evalv1_017,هل العملية الجراحية على مستوى المخ لاستاصال ورم ارومي دبقي للمرة الثانية بعد خطيرة و هل هناك أمل في العيش مع هذا الورم,symptoms,treatment_request,original_query_only_due_reformulation_drift,New medical phrase terms were not grounded in the original query or a linked graph entity: دموي,original_query,,ahdqa_0719518,719518,أختي عندها ورم كسي في مستوى المبيض الايسر أريد أن أعرف هل العملية الجراحية خطيرة وهل يوجد حل بديل,العملية بسيطة بأيدي الجراح المختص ولا داعي للقلق.,جراحة عامة,C,,,6,6,-41.79579,1,6,0,wrong anatomy,
partial_only_fts_v1,evalv1_017,هل العملية الجراحية على مستوى المخ لاستاصال ورم ارومي دبقي للمرة الثانية بعد خطيرة و هل هناك أمل في العيش مع هذا الورم,symptoms,treatment_request,original_query_only_due_reformulation_drift,New medical phrase terms were not grounded in the original query or a linked graph entity: دموي,original_query,,ahdqa_0398616,398616,ابن اختي لديه ورم ارومي نخاعي خبيث و اجريت له عملية الاستسقاء الدماغي،سيتم إجراء عملية استئصال الورم ،ما هي نسبة نجاح العملية,ارجع لادارة الموقع لمساعدتك علي الوصول الي طبيب اورام اطفال ... فهو تخصص منفصل عن تخصص اورام الكبار,الأورام الخبيثة والحميدة,C,,,7,7,-40.242974,1,7,0,wrong disease,
partial_only_fts_v1,evalv1_017,هل العملية الجراحية على مستوى المخ لاستاصال ورم ارومي دبقي للمرة الثانية بعد خطيرة و هل هناك أمل في العيش مع هذا الورم,symptoms,treatment_request,original_query_only_due_reformulation_drift,New medical phrase terms were not grounded in the original query or a linked graph entity: دموي,original_query,,ahdqa_0724569,724569,أختي عندها ورم كيسي في مستوى المبيض الايسر أريد أن أعرف هل العملية الجراحية خطيرة و هل يوجد حل بديل,ممكن البدايه بعلاج تحفظي اذا كان الوضع يسمح لكن بحالات الاشتباه باي ورم يجب اللجوء للخيار الجراحي,أمراض نسائية,C,,,8,8,-40.074115,1,8,0,wrong anatomy,
partial_only_fts_v1,evalv1_017,هل العملية الجراحية على مستوى المخ لاستاصال ورم ارومي دبقي للمرة الثانية بعد خطيرة و هل هناك أمل في العيش مع هذا الورم,symptoms,treatment_request,original_query_only_due_reformulation_drift,New medical phrase terms were not grounded in the original query or a linked graph entity: دموي,original_query,,ahdqa_0528339,528339,السلام عليكم قمت بازالة ورم عظمي من الذراع سنة2012 و الان أعاني من ورم عضمي اخر على مستوى الرأس وراء الاذن اليمنى يتزايد حجمه مع الايام يألمني هل العملية الجراحية...,راجعي اختصاصي جراحة مغ واعصاب لعمل صورة اشعة رنان مغناطيسي للراس لمعرفة ماهية هذا الورم,جراحة عامة,C,,,9,9,-38.988341,1,9,0,wrong disease,
partial_only_fts_v1,evalv1_017,هل العملية الجراحية على مستوى المخ لاستاصال ورم ارومي دبقي للمرة الثانية بعد خطيرة و هل هناك أمل في العيش مع هذا الورم,symptoms,treatment_request,original_query_only_due_reformulation_drift,New medical phrase terms were not grounded in the original query or a linked graph entity: دموي,original_query,,ahdqa_0419928,419928,ابنة خالتي مصابه بورم ارومي درجه رابعه والاطباء قالو ليس من ممكن استئصال الورم والان تتكلم بصعوبه ولا ترى بلعين اليمنى ولكن تخضع لجلسات اشعاع مكثفه.فهل هناك امل لشفائها؟,إن الأمل دائماً موجود لأن الله هو الشافي الوحيد. ولكن الدرجة المتقدمة من المرض لديها تشير أن حالتها صعبة ودقيقة.,الأورام الخبيثة والحميدة,C,,,10,10,-38.329844,1,10,1,different clinical scenario,
partial_only_fts_v1,evalv1_021,هل البخاخ ذو القرص (Diskhaler). علاجي او وقائي,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0039208,39208,"السلام عليكم
هل جرعة كليكسان ٤٠ مناسبة لحامل في الشهر الرابع وزنها ٥١ كيلوغرام؟ والجرعة علاجية ليست وقائية",الجرعة يحددها الطبيب المعالج لحالتك التي يعالجها,أمراض نسائية,C,,,1,1,-25.082368,1,1,0,generic medical overlap,
partial_only_fts_v1,evalv1_021,هل البخاخ ذو القرص (Diskhaler). علاجي او وقائي,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0263499,263499,بسال عن اسم الدواء الذي يعوض الطفل عن فيتامين دي والجرعة الطفل عمره 90 يوم,"1-جرعة وقائية أم جرعة علاجية؟
2- ماذا يرضع؟
3- لو كنت تقصد جرعة وقائية..فهي 400 وحدة دولية مرة يومياً.
سلامته",أمراض الأطفال,C,,,2,2,-21.821283,1,2,0,generic medical overlap,
partial_only_fts_v1,evalv1_021,هل البخاخ ذو القرص (Diskhaler). علاجي او وقائي,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0216821,216821,اجريت تحليل فيتامين د وكانت نسبته8واخذت اوسوفورتين 50الف ثم بيودال50الف 6 شهور ثم اعدت التحليل وكانت نسبته42فهل استمر فتره اخرى اسبوعيا ام اخذ جرعه وقائيه قرص شهريا مدى الحياه,مرحبا بك النسبة الطبيعية لفيتامين د في الدم تتراوح من 20- 50 نانوغرام /مليلتر فيمكنك إيقاف العلاج في الوقت الحالي لوصولك لنسبة طبيعية مع مراعاة اجراء التحليل كل 3 شهور و لتجنب نقصه المستقبلي يفضل تناول جرعة وقائية من فيتامين د مثل حقن ديفارول- إس ( cholecalciferol) 200.000 وحدة دولية مع الحرص على تناول الأطعمة المحتوية على فيتامين د مثل صفار البيض - سمك السلمون - التونة - السردين - الزبدة - و الكبدة مع التعرض لاشعة الشمس في الصباح الباكر و قبل غروب الشمس,الطب العام,C,,,3,3,-21.795752,1,3,0,generic medical overlap,
partial_only_fts_v1,evalv1_021,هل البخاخ ذو القرص (Diskhaler). علاجي او وقائي,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0693509,693509,احياناً اعاني من انسداد في الأنف فـهل هناك بخاخ او مادة علاجية تقوم بفتح المنخار ~ أحد الأصدقاء الأطباء وصف لي عقار فيبروسيل بخاخ يوضع للمنخار المغلق لكنني لم استعمله...,هذا لا يستعمل اكثر من ثلاثة ايام,أنف، أذن وحنجرة,C,,,4,4,-21.762278,1,4,0,wrong anatomy,
partial_only_fts_v1,evalv1_021,هل البخاخ ذو القرص (Diskhaler). علاجي او وقائي,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0137281,137281,"د
وفيتامين س
والزنك
وكم مرة تكرر باليوم
قبل الاكل ام بعده","يجب عمل اختبار لمعرفه نسبه فيتامين د فالجسم أولا لتحديد الجرعه هل هي علاجيه او وقائيه
جرعه فيتامين سي من 75 -90 mg يوميا اذ كانت وقائيه و ٥ جم فالحالة العلاجية
جرعه الزنك هي 10 mg",علم الصيدلة,C,,,5,5,-21.633548,1,5,0,generic medical overlap,
